! ** Transport properties taken from **
!
! " An optimized kinetic model of H2/CO combustion"
! Davis, Joshi, Wang, and Egolfopoulos
! Proc. Comb. Inst. 30 (2005) 1283-1292
!

! Phenyl-acetylene
A1C2H              2   535.6       5.72      0.77     12.00      1.000
A1C2H*             2   535.6       5.72      0.77     12.00      1.000
A1C2H-             2   535.6       5.72      0.77     12.00      1.000

! Styrene
A1C2H5             2   546.2       6.00      0.13     15.00      1.000
A1C2H4             2   546.2       6.00      0.13     15.00      1.000
A1C2H3             2   546.2       6.00      0.13     15.00      1.000
A1C2H3*            2   546.2       6.00      0.13     15.00      1.000
A1C2H2             2   546.2       6.00      0.13     15.00      1.000
C8H9O2             2   546.2       6.00      0.13     15.00      1.000
C8H8OOH            2   546.2       6.00      0.13     15.00      1.000
OC8H7OOH           2   546.2       6.00      0.13     15.00      1.000

A1CH3CH3           2   546.2       6.00      0.13     15.00      1.000
A1CH3CH2           2   546.2       6.00      0.13     15.00      1.000
A1CH3CHO           2   546.2       6.00      0.13     15.00      1.000
A1CHOCH2           2   546.2       6.00      0.13     15.00      1.000
A1CHOCHO           2   546.2       6.00      0.13     15.00      1.000

! Napthalene
A2                 2   630.4       6.18      0.00     16.50      1.000
C9H8               2   630.4       6.18      0.00     16.50      1.000
C9H7               2   630.4       6.18      0.00     16.50      1.000
C9H6O              2   630.4       6.18      0.00     16.50      1.000
A2O                2   630.4       6.18      0.00     16.50      1.000
A2OH               2   630.4       6.18      0.00     16.50      1.000
A2-                2   630.4       6.18      0.00     16.50      1.000
A2*                2   630.4       6.18      0.00     16.50      1.000

! Acenaphthylene
A2CH2              2   693.1       6.47      0.00     18.00      1.000
A2CH3              2   693.1       6.47      0.00     18.00      1.000
A2CH2O             2   693.1       6.47      0.00     18.00      1.000
A2CHO              2   693.1       6.47      0.00     18.00      1.000
A2R5               2   693.1       6.47      0.00     18.00      1.000
A2R5-              2   693.1       6.47      0.00     18.00      1.000
A2C2HA             2   693.1       6.47      0.00     18.00      1.000
A2C2HB             2   693.1       6.47      0.00     18.00      1.000
A2C2HA*            2   693.1       6.47      0.00     18.00      1.000
A2C2HB*            2   693.1       6.47      0.00     18.00      1.000
A2C2H2A            2   693.1       6.47      0.00     18.00      1.000
A2C2H2B            2   693.1       6.47      0.00     18.00      1.000
A2R5C2H*           2   772.8       6.94      0.00     18.00      1.000
A2R5C2H            2   772.8       6.94      0.00     18.00      1.000

! Phenanthrene
A3                 2   772.0       6.96      0.00     38.80      1.000
A3-                2   772.0       6.96      0.00     38.80      1.000
A3*                2   772.0       6.96      0.00     38.80      1.000
A2R5C2H2           2   772.0       6.96      0.00     38.80      1.000

! Acephenanthrylene
A3R5               2   837.5       7.28      0.00      0.00      0.000
A3R5-              2   837.5       7.28      0.00      0.00      0.000

! Pyrene
A4                 2   834.9       7.24      0.00     45.00      1.000
A4-                2   834.9       7.24      0.00     45.00      1.000
A4R5               2   834.9       7.24      0.00     45.00      1.000
FLTN               2   834.9       7.24      0.00     45.00      1.000

! Biphenyl
P2                 2   676.5       6.31      0.00     20.00      1.000
P2-                2   676.5       6.31      0.00     20.00      1.000
B2                 2   676.5       6.31      0.00     20.00      1.000


! Lawrence Livermore Heptane Mechanism

CH3O2              2   481.800     3.626     0.000     0.000     1.000
C2H5O              2   470.600     4.410     0.000     0.000     1.500
C2H3CHO            2   428.800     4.958     2.900     0.000     1.000
C3H5O              2   411.000     4.820     0.000     0.000     1.000
C4H7               2   355.000     4.650     0.000     0.000     1.000
C4H8               2   345.700     5.088     0.300     0.000     1.000
N-C4H9             2   352.000     5.240     0.000     0.000     1.000
C5H9               2   396.800     5.458     0.000     0.000     1.000
C5H10              2   386.200     5.489     0.400     0.000     1.000
N-C5H11            2   440.735     5.041     0.000     0.000     0.000
C7H13              2   457.800     6.173     0.300     0.000     1.000
C7H14              2   457.800     6.173     0.300     0.000     1.000
C7H15              2   459.600     6.253     0.000     0.000     1.000
N-C7H15            2   459.600     6.253     0.000     0.000     1.000
N-C7H16            2   459.600     6.253     0.000     0.000     1.000
C7H15O             2   561.000     6.317     1.700     0.000     1.000

C7H15O2            2   561.000     6.317     1.700     0.000     1.000
C7H14OOH           2   600.600     7.229     1.800     0.000     1.000
C7H15O4            2   600.600     7.229     0.000     0.000     1.000
OC7H13OOH          2   581.300     6.506     2.000     0.000     1.000
C7H14O             2   511.500     6.297     0.000     0.000     1.000

N-C6H14            2   427.400     5.946     0.000     0.000     1.000
N-C6H13            2   422.500     5.870     0.000     0.000     1.000
C6H13              2   422.500     5.870     0.000     0.000     1.000
C6H13O             2   541.500     5.674     1.800     0.000     1.000
C6H12              2   430.100     5.833     0.000     0.000     1.000
C6H11              2   482.473     5.307     0.000     0.000     1.000


! Estimated from FlameMaster

I-C8H18            2   579.380     5.974     0.000     0.000     1.000
C-C8H17            2   576.427     5.956     0.000     0.000     1.000
Y-C7H15            2   533.860     5.700     0.000     0.000     1.000
Y-C7H14            2   530.725     5.681     0.000     0.000     1.000
X-C7H13            2   727.578     5.661     0.000     0.000     1.000
T-C4H9             2   387.584     4.743     0.000     0.000     1.000
T-C4H8             2   383.626     4.715     0.500     0.000     1.000
T-C4H7             2   379.638     4.687     0.000     0.000     1.000
I-C3H5CHO          2   436.632     5.078     0.000     0.000     1.000
CH3COCH3           2   342.262     4.416     0.000     0.000     1.000
D-C8H17O           2   622.445     6.225     2.000     0.000     1.000
T-C4H9O            2   447.290     5.150     0.000     0.000     1.000
T-C4H7O            2   440.239     5.103     0.000     0.000     1.000

N-C12H26           2   731.341     6.724     0.000     0.000     1.000
C12H25             2   728.828     6.711     0.000     0.000     1.000
C12H25O            2   768.011     6.914     0.000     0.000     1.000
C12H24             2   726.309     6.698     0.000     0.000     1.000
C12H23             2   723.783     6.685     0.000     0.000     1.000
N-C10H21           2   656.145     6.322     0.000     0.000     1.000
C10H20             2   653.426     6.307     0.000     0.000     1.000
C10H19             2   650.698     6.292     0.000     0.000     1.000
N-C9H19            2   617.533     6.107     0.000     0.000     1.000
C9H18              2   614.691     6.091     0.000     0.000     1.000
C9H17              2   611.840     6.075     0.000     0.000     1.000
N-C8H17            2   577.086     5.876     0.000     0.000     1.000
C8H16              2   574.101     5.859     0.000     0.000     1.000
C8H15              2   571.105     5.842     0.000     0.000     1.000

C12H25O2           2   805.796     7.106     0.000     0.000     1.000
C12H24OOH          2   805.796     7.106     0.000     0.000     1.000
C12H24O            2   765.585     6.902     0.000     0.000     1.000
C12H25O4           2   877.768     7.460     0.000     0.000     1.000
C12H24O3           2   840.071     7.276     0.000     0.000     1.000

C8H17O2            2   666.710     6.379     0.000     0.000     1.000
C8H16OOH           2   666.710     6.379     0.000     0.000     1.000
C8H16O             2   620.244     6.123     0.000     0.000     1.000
C8H17O4            2   748.337     6.813     0.000     0.000     1.000
C8H16O3            2   705.804     6.590     0.000     0.000     1.000

C6H13O2            2   588.665     5.943     0.000     0.000     1.000
C6H12OOH           2   588.665     5.943     0.000     0.000     1.000
C6H12O             2   537.481     5.643     0.000     0.000     1.000
C6H13O4            2   677.156     6.436     0.000     0.000     1.000
OC6H11OOH          2   631.242     6.184     0.000     0.000     1.000


! 1-15: Species Name 
! 16-80: Molecular parameters  
!        molecule index: 0 = atom, 1= linear mol. 2 = nonlinear mol.
!        L-J potential well depth, e/kb (K)        
!        L-J collision diameter, s,     
!        Dipole moment, f, Debye         
!        Polarizability, `,  
!        Rotational relaxation number, Zrot at 298K
!        Comments    
END

!H HE   -9.66994265100   2.10026266000   -0.07705964500   0.00546112600 ! Middha et al, Proc. Comb. Inst., Vol. 29
!        0.93003284006   0.08015000695   -0.00947327267   0.00063458775
!        0.87637862374   0.10238278295   -0.01480299828   0.00098803605
!        1.06001553391  -0.05992751365    0.01026504945  -0.00073450868
!H H2  -11.74984983000   3.15068443400   -0.25747189600   0.01589155500 ! Middha et al, Proc. Comb. Inst., Vol. 29
!        0.68564849197   0.15339038119   -0.01367350360   0.00032210353
!        0.67794933764   0.13747070299   -0.01105868963   0.00016576525
!        0.65119387990   0.08215979427   -0.00438944167  -0.00027358319
!H2 HE -12.75127347000   3.42444798700   -0.28472577300   0.01593170100 ! Middha et al, Proc. Comb. Inst., Vol. 29
!        0.59534394712   0.20780905298   -0.02484767627   0.00100127755
!        0.67714740207   0.13579177260   -0.01142533631   0.00018885880
!        0.65191818266   0.08365135783   -0.00445010155  -0.00025986744
!H AR   -9.05107284400   1.61614185700   -0.00287779500   0.00130541500 ! AIChE 2002
!        0.68819287418   0.15342306998   -0.01769949486   0.00088795976
!        0.69683113086   0.17157988788   -0.02435683182   0.00136547873
!        0.67026727852   0.11433417790   -0.01504070012   0.00051875848
!N H2  -11.06296595000   2.35003553100   -0.10371499000   0.00580309100 ! Stallcop et al, Phys. Rev. A, 64, Art. 042722
!        1.31576376016  -0.13458345098    0.02492533153  -0.00119098283
!        6.99070003974  -2.59649971924    0.37720200602  -0.01788555212
!        1.28549476326  -0.20526851249    0.03796449261  -0.00230740895
!N N2  -14.50976666000   3.27038987700   -0.22411274000   0.01070436600 ! Stallcop et al, Phys. Rev. A, 64, Art. 042722
!        1.28549476326  -0.20526851249    0.03796449261  -0.00230740895
!        1.31470940230  -0.12581573177    0.02093874922  -0.00091239288
!        1.18530004024  -0.00109904512   -0.00679031552   0.00082436382
!H O2  -11.04103178000   2.40427694900   -0.10279690200   0.00532644300 ! Stallcop et al, Phys. Rev. A, 64, Art. 042722
!        1.29254489763  -0.18498887975    0.04271031056  -0.00260823132
!        1.99269990199  -0.27220069165    0.02059506743   0.00016444098
!        1.27566027457  -0.22786150854    0.04449949355  -0.00274619496
!O O2  -14.60250025000   3.29049804400   -0.22351565500   0.01068641100 ! Stallcop et al, Phys. Rev. A, 64, Art. 042722
!        1.29827044958  -0.17304622424    0.03635310801  -0.00206726443
!        9.96160341198  -3.95288550918    0.58275322682  -0.02828930035
!        1.26594984746  -0.24767207966    0.04946972829  -0.00300929402
!H N2  -13.27028844000   3.51865269300   -0.29664901800   0.01643138100 ! Stallcop et al, J. Chem. Phys., 97, 3431 (1992)
!        1.33864596568  -0.08545398502    0.00922905086   0.00004406488 
!       -2.20299987672   1.59160087079   -0.25339378410   0.01364477086
!        1.27615648812  -0.22593374251    0.04641828877  -0.00310151225
!H2 N2 -10.99943193000   2.20257995900   -0.08115516500   0.00440608700 ! Stallcop et al, Phys. Rev. A, 62, Art. 062709
!        1.31648435027  -0.13202102692    0.02416204045  -0.00120258929
!        1.94229781522  -0.41910587564    0.06711915359  -0.00336850295
!        1.29072759648  -0.19301215992    0.03398993578  -0.00196835629
!N2 N2 -16.51750614000   4.05271572500   -0.34593622800   0.01671006600 ! Stallcop et al, Phys. Rev. A, 62, Art. 062709
!        1.35301607939  -0.05405097875   -0.00113356164   0.00059799157
!        3.61489786826  -1.08630677454    0.15481851859  -0.00723438967
!        1.25620046061  -0.26881554497    0.05577645068  -0.00340833729
!H2 H2  -9.96095484000   2.05602189500   -0.06497689600   0.00413678100 ! Stallcop et al, J. Thermophys. Heat Tra., 12, 514 (1998)
!        1.32208755845  -0.12074925804    0.02204710917  -0.00105955055
!        3.63140155962  -1.13979323643    0.16942078618  -0.00812678015
!        1.29811062932  -0.17814060954    0.02956707397  -0.00170200851
!ENDDIFF
