! ** Transport properties taken from **
!
! " An optimized kinetic model of H2/CO combustion"
! Davis, Joshi, Wang, and Egolfopoulos
! Proc. Comb. Inst. 30 (2005) 1283-1292
!

C6H2               1   495.3       5.68      0.43     12.30      1.000
C8H2               1   495.3       5.68      0.43     12.30      1.000

! Phenyl-acetylene
A1C2H              2   535.6       5.72      0.77     12.00      1.000
A1C2H*             2   535.6       5.72      0.77     12.00      1.000
A1C2H-             2   535.6       5.72      0.77     12.00      1.000

! Styrene
A1C2H5             2   546.2       6.00      0.13     15.00      1.000
A1C2H4             2   546.2       6.00      0.13     15.00      1.000
A1C2H3             2   546.2       6.00      0.13     15.00      1.000
A1C2H3*            2   546.2       6.00      0.13     15.00      1.000
A1C2H2             2   546.2       6.00      0.13     15.00      1.000
C8H9O2             2   546.2       6.00      0.13     15.00      1.000
C8H8OOH            2   546.2       6.00      0.13     15.00      1.000
OC8H7OOH           2   546.2       6.00      0.13     15.00      1.000

A1CH3CH3           2   546.2       6.00      0.13     15.00      1.000
A1CH3CH2           2   546.2       6.00      0.13     15.00      1.000
A1CH3CHO           2   546.2       6.00      0.13     15.00      1.000
A1CHOCH2           2   546.2       6.00      0.13     15.00      1.000
A1CHOCHO           2   546.2       6.00      0.13     15.00      1.000

! Napthalene
A2                 2   630.4       6.18      0.00     16.50      1.000
C9H8               2   630.4       6.18      0.00     16.50      1.000
C9H7               2   630.4       6.18      0.00     16.50      1.000
C9H6O              2   630.4       6.18      0.00     16.50      1.000
A2O                2   630.4       6.18      0.00     16.50      1.000
A2OH               2   630.4       6.18      0.00     16.50      1.000
A2-                2   630.4       6.18      0.00     16.50      1.000
A2*                2   630.4       6.18      0.00     16.50      1.000

! Acenaphthylene
A2CH2              2   693.1       6.47      0.00     18.00      1.000
A2CH3              2   693.1       6.47      0.00     18.00      1.000
A2CH2O             2   693.1       6.47      0.00     18.00      1.000
A2CHO              2   693.1       6.47      0.00     18.00      1.000
A2R5               2   693.1       6.47      0.00     18.00      1.000
A2R5-              2   693.1       6.47      0.00     18.00      1.000
A2C2HA             2   693.1       6.47      0.00     18.00      1.000
A2C2HB             2   693.1       6.47      0.00     18.00      1.000
A2C2HA*            2   693.1       6.47      0.00     18.00      1.000
A2C2HB*            2   693.1       6.47      0.00     18.00      1.000
A2C2H2A            2   693.1       6.47      0.00     18.00      1.000
A2C2H2B            2   693.1       6.47      0.00     18.00      1.000
A2R5C2H*           2   772.8       6.94      0.00     18.00      1.000
A2R5C2H            2   772.8       6.94      0.00     18.00      1.000

! Phenanthrene
A3                 2   772.0       6.96      0.00     38.80      1.000
A3-                2   772.0       6.96      0.00     38.80      1.000
A3*                2   772.0       6.96      0.00     38.80      1.000
A2R5C2H2           2   772.0       6.96      0.00     38.80      1.000

! Acephenanthrylene
A3R5               2   837.5       7.28      0.00      0.00      0.000
A3R5-              2   837.5       7.28      0.00      0.00      0.000

! Pyrene
A4                 2   834.9       7.24      0.00     45.00      1.000
A4-                2   834.9       7.24      0.00     45.00      1.000
A4R5               2   834.9       7.24      0.00     45.00      1.000
FLTN               2   834.9       7.24      0.00     45.00      1.000

! Biphenyl
P2                 2   676.5       6.31      0.00     20.00      1.000
P2-                2   676.5       6.31      0.00     20.00      1.000
B2                 2   676.5       6.31      0.00     20.00      1.000


! Lawrence Livermore Heptane Mechanism

CH3O2              2   481.800     3.626     0.000     0.000     1.000
C2H5O              2   470.600     4.410     0.000     0.000     1.500
C2H3CHO            2   428.800     4.958     2.900     0.000     1.000
C3H5O              2   411.000     4.820     0.000     0.000     1.000
C4H7               2   355.000     4.650     0.000     0.000     1.000
C4H8               2   345.700     5.088     0.300     0.000     1.000
N-C4H9             2   352.000     5.240     0.000     0.000     1.000
C5H9               2   396.800     5.458     0.000     0.000     1.000
C5H10              2   386.200     5.489     0.400     0.000     1.000
N-C5H11            2   440.735     5.041     0.000     0.000     0.000
C7H13              2   457.800     6.173     0.300     0.000     1.000
C7H14              2   457.800     6.173     0.300     0.000     1.000
C7H15              2   459.600     6.253     0.000     0.000     1.000
N-C7H15            2   459.600     6.253     0.000     0.000     1.000
N-C7H16            2   459.600     6.253     0.000     0.000     1.000
C7H15O             2   561.000     6.317     1.700     0.000     1.000

C7H15O2            2   561.000     6.317     1.700     0.000     1.000
C7H14OOH           2   600.600     7.229     1.800     0.000     1.000
C7H15O4            2   600.600     7.229     0.000     0.000     1.000
OC7H13OOH          2   581.300     6.506     2.000     0.000     1.000
C7H14O             2   511.500     6.297     0.000     0.000     1.000

N-C6H14            2   427.400     5.946     0.000     0.000     1.000
N-C6H13            2   422.500     5.870     0.000     0.000     1.000
C6H13              2   422.500     5.870     0.000     0.000     1.000
C6H13O             2   541.500     5.674     1.800     0.000     1.000
C6H12              2   430.100     5.833     0.000     0.000     1.000
C6H11              2   482.473     5.307     0.000     0.000     1.000


! Estimated from FlameMaster

I-C8H18            2   579.380     5.974     0.000     0.000     1.000
C-C8H17            2   576.427     5.956     0.000     0.000     1.000
Y-C7H15            2   533.860     5.700     0.000     0.000     1.000
Y-C7H14            2   530.725     5.681     0.000     0.000     1.000
X-C7H13            2   727.578     5.661     0.000     0.000     1.000
T-C4H9             2   387.584     4.743     0.000     0.000     1.000
T-C4H8             2   383/626     4.715     0.500     0.000     1.000
T-C4H7             2   379.638     4.687     0.000     0.000     1.000
I-C3H5CHO          2   436.632     5.078     0.000     0.000     1.000
CH3COCH3           2   342.262     4.416     0.000     0.000     1.000
D-C8H17O           2   622.445     6.225     2.000     0.000     1.000
T-C4H9O            2   447.290     5.150     0.000     0.000     1.000
T-C4H7O            2   440.239     5.103     0.000     0.000     1.000

N-C12H26           2   731.341     6.724     0.000     0.000     1.000
C12H25             2   728.828     6.711     0.000     0.000     1.000
C12H25O            2   768.011     6.914     0.000     0.000     1.000
C12H24             2   726.309     6.698     0.000     0.000     1.000
C12H23             2   723.783     6.685     0.000     0.000     1.000
N-C10H21           2   656.145     6.322     0.000     0.000     1.000
C10H20             2   653.426     6.307     0.000     0.000     1.000
C10H19             2   650.698     6.292     0.000     0.000     1.000
N-C9H19            2   617.533     6.107     0.000     0.000     1.000
C9H18              2   614.691     6.091     0.000     0.000     1.000
C9H17              2   611.840     6.075     0.000     0.000     1.000
N-C8H17            2   577.086     5.876     0.000     0.000     1.000
C8H16              2   574.101     5.859     0.000     0.000     1.000
C8H15              2   571.105     5.842     0.000     0.000     1.000

C12H25O2           2   805.796     7.106     0.000     0.000     1.000
C12H24OOH          2   805.796     7.106     0.000     0.000     1.000
C12H24O            2   765.585     6.902     0.000     0.000     1.000
C12H25O4           2   877.768     7.460     0.000     0.000     1.000
C12H24O3           2   840.071     7.276     0.000     0.000     1.000

C8H17O2            2   666.710     6.379     0.000     0.000     1.000
C8H16OOH           2   666.710     6.379     0.000     0.000     1.000
C8H16O             2   620.244     6.123     0.000     0.000     1.000
C8H17O4            2   748.337     6.813     0.000     0.000     1.000
C8H16O3            2   705.804     6.590     0.000     0.000     1.000

C6H13O2            2   588.665     5.943     0.000     0.000     1.000
C6H12OOH           2   588.665     5.943     0.000     0.000     1.000
C6H12O             2   537.481     5.643     0.000     0.000     1.000
C6H13O4            2   677.156     6.436     0.000     0.000     1.000
OC6H11OOH          2   631.242     6.184     0.000     0.000     1.000

!! Added from Konnov

N2O                1   232.400     3.828     0.000     0.000     1.000  !(*)
N                  0    71.400     3.298     0.000     0.000     0.000  !(*)
NH                 1    80.000     2.650     0.000     0.000     4.000
NO                 1    97.530     3.621     0.000     1.760     4.000
NH2                2    80.000     2.650     0.000     2.260     4.000
N2O3               2   202.6       5.164     0.000     0.000     1.000  !=C2F4
HNO                2   116.700     3.492     0.000     0.000     1.000  !(*)
NO2                2   200.000     3.500     0.000     0.000     1.000  !(*)
NNH                2    71.400     3.798     0.000     0.000     1.000  !(*)
NH3                2   481.000     2.920     1.470     0.000    10.000
N2H2               2    71.400     3.798     0.000     0.000     1.000  !(*)
HONO               2   232.400     3.828     0.000     0.000     1.000  !=HNNO
NO3                2   378.400     4.175     0.000     0.000     1.000  !=SO3
HNO3               2   378.400     4.175     0.000     0.000     1.000  !=SO3
N2H3               2   200.000     3.900     0.000     0.000     1.000  !(*)
N2H4               2   205.000     4.230     0.000     4.260     1.500
N2O4               2   202.6       5.164     0.000     0.000     1.000  !=C2F4
NH2OH              2   116.700     3.492     0.000     0.000     1.000 !=HNOH
HNOH               2   116.700     3.492     0.000     0.000     1.000 ! JAM
H2NO               2   116.700     3.492     0.000     0.000     1.000 ! JAM
HNNO               2   232.400     3.828     0.000     0.000     1.000  !(*)
HCCOH              2   436.000     3.970     0.000     0.000     2.000
C2H5O2             2   362.6       4.53      0.000     0.000     1.000  !=C2H5OH
H2CN               1   569.000     3.630     0.000     0.000     1.000 ! os/jm
HCN                1   569.000     3.630     0.000     0.000     1.000  !(OIS)
HCNO               2   232.400     3.828     0.000     0.000     1.000 ! JAM
HNCO               2   232.400     3.828     0.000     0.000     1.000  !(OIS)
NCO                1   232.400     3.828     0.000     0.000     1.000  !(OIS)
HOCN               2   232.400     3.828     0.000     0.000     1.000  !(JAM)
NCN                1   232.400     3.828     0.000     0.000     1.000 ! OIS
CN                 1    75.000     3.856     0.000     0.000     1.000  !(OIS)
C2N2               1   349.000     4.361     0.000     0.000     1.000  !(OIS)
C2H4O              2   436.000     3.970     0.000     0.000     2.000 !=AA
CH3CO              2   436.000     3.970     0.000     0.000     2.000
C2H5OH             2   362.6       4.53      0.000     0.000     1.000  !(sve)
C2H3O              2   436.000     3.970     0.000     0.000     2.000 !=AA

!! Added from CaltechMech due to change of name in lastest version of CIT_Mech

P-C4H9             2   352.000     5.240     0.000     0.000     1.000
P-C4H8             2   345.700     5.088     0.300     0.000     1.000
I-C4H8             2   383.626     4.715     0.500     0.000     1.000
I-C4H7             2   379.638     4.687     0.000     0.000     1.000

!! Added from Aramco 2.0

I-C4H7O            2   496.000     5.200     0.000     0.000     1.000 !
C2H3CO             2   443.200     4.120     0.000     0.000     1.000 !

!! Estimated with FlameMaster formula: sigma = 1.234*mw^0.33 and e/kb=37.15*mw^0.58 with mw: the molecular weigth in g/mol
CHCHCHO            2   379.865     4.632     0.000     0.000     1.000 !
CH2CCHO            2   379.865     4.632     0.000     0.000     1.000 !
CH3CHCHCHO         2   436.964     5.016     0.000     0.000     1.000 !
CH3NO2             2   403.290     4.793     0.000     0.000     1.000 !
CH3NO              2   338.106     4.335     0.000     0.000     1.000 !
CH3ONO2            2   461.588     5.175     0.000     0.000     1.000 !
H2CNO2             2   399.414     4.766     0.000     0.000     1.000 !
CH3ONO             2   403.290     4.793     0.000     0.000     1.000 !

!! Analogy
CNO                1   232.400     3.828     0.000     0.000     1.000  ! Taken identical to NCO




! 1-15: Species Name 
! 16-80: Molecular parameters  
!        molecule index: 0 = atom, 1= linear mol. 2 = nonlinear mol.
!        L-J potential well depth, e/kb (K)        
!        L-J collision diameter, s,     
!        Dipole moment, f, Debye         
!        Polarizability, `,  
!        Rotational relaxation number, Zrot at 298K
!        Comments    
END
